iter	Passed	Remaining
1629	1773	9104
1630	1774	9103
1631	1775	9102
1632	1776	9101
1633	1777	9100
1634	1778	9099
1635	1779	9098
1636	1780	9096
1637	1781	9095
1638	1782	9094
1639	1783	9093
1640	1784	9090
1641	1785	9089
1642	1786	9088
1643	1787	9087
1644	1788	9086
1645	1790	9085
1646	1791	9084
1647	1792	9082
1648	1793	9081
1649	1794	9080
1650	1795	9079
1651	1796	9078
1652	1797	9077
1653	1798	9076
1654	1799	9075
1655	1800	9073
1656	1801	9072
1657	1803	9071
1658	1804	9070
1659	1805	9069
1660	1806	9068
1661	1807	9067
1662	1808	9066
1663	1809	9065
1664	1810	9064
1665	1811	9063
1666	1812	9062
1667	1813	9061
1668	1815	9060
1669	1816	9058
1670	1817	9057
1671	1818	9056
1672	1819	9055
1673	1820	9054
1674	1821	9054
1675	1822	9052
1676	1823	9051
1677	1824	9050
1678	1826	9049
1679	1827	9048
1680	1828	9047
1681	1829	9046
1682	1830	9045
1683	1831	9043
1684	1832	9042
1685	1833	9041
1686	1834	9038
1687	1835	9037
1688	1836	9036
1689	1837	9035
1690	1838	9034
1691	1839	9033
1692	1840	9033
1693	1842	9032
1694	1843	9032
1695	1844	9032
1696	1846	9032
1697	1847	9031
1698	1848	9032
1699	1849	9031
1700	1850	9030
1701	1852	9029
1702	1853	9028
1703	1854	9027
1704	1855	9025
1705	1856	9024
1706	1857	9023
1707	1858	9022
1708	1859	9021
1709	1860	9020
1710	1861	9019
1711	1862	9016
1712	1863	9015
1713	1864	9013
1714	1865	9012
1715	1866	9011
1716	1867	9010
1717	1868	9009
1718	1870	9008
1719	1871	9007
1720	1872	9006
1721	1873	9005
1722	1874	9004
1723	1875	9003
1724	1876	9001
1725	1877	9000
1726	1878	8999
1727	1879	8998
1728	1880	8997
1729	1881	8995
1730	1882	8994
1731	1884	8993
1732	1885	8992
1733	1886	8991
1734	1887	8990
1735	1888	8988
1736	1889	8987
1737	1890	8985
1738	1891	8984
1739	1892	8983
1740	1893	8982
1741	1894	8981
1742	1895	8980
1743	1896	8978
1744	1897	8978
1745	1898	8976
1746	1899	8975
1747	1900	8972
1748	1901	8971
1749	1902	8971
1750	1903	8969
1751	1905	8968
1752	1906	8967
1753	1907	8966
1754	1908	8965
1755	1909	8964
1756	1910	8962
1757	1911	8961
1758	1912	8960
